% Model:              coaxial_103mm_704MHz.mph
% Version:            COMSOL 4.3.2.189
% Date:               Jul 1 2021, 13:08
% Dimension:          3
% Nodes:              3885
% Expressions:        3
% Description:        Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        m
% x                       y                        z                        emw.Ex (V/m) @ freq=7.044e8                       emw.Ey (V/m) @ freq=7.044e8                       emw.Ez (V/m) @ freq=7.044e8
-0.009215491911908576     -0.025539378323936653    0.014528889472562454     -45.01452192506384+142.20952444197562i            -127.35173462925096+400.30848033346217i           1.4305432497577513-4.992729052008315i
0.008879476479870169      -0.03627864698101574     0.011241082092791602     19.733311674495834-73.52192697453222i             -79.91290578012935+298.12158215931623i            0.19177200780047396-2.1702278299911675i
3.982848270516662E-4      -0.03572955175681046     0.017030674711079538     1.503485600741659-4.699094989600682i              -113.7009615125507+316.33719374116123i            -0.07293222856054649-1.1892636490943174i
0.004390703794034945      -0.03533606749741632     0.013215275694280656     10.630964184544771-37.45472128522547i             -95.56520123255052+321.6568315118698i             1.0517816243379503-1.958507255152677i
0.00690097061701235       -0.029599990442421124    0.009001580689888485     20.156396278570128-87.44781088946937i             -86.87802313568517+373.6099896333208i             -0.6156900481508387+4.0623440821115935i
0.0017475365090219566     -0.027281011389312288    0.005224069572770458     5.751691118314239-29.940352156702264i             -73.48081994636618+427.9919166650324i             -0.6199192544795927-1.9836355974671054i
0.008876889949061498      -0.02424544746720013     0.005485313371549086     28.0773711618972-158.43780944987043i              -76.68311857895378+432.10182428091355i            -0.103282148394712-0.2933042900601424i
0.004645882399425027      -0.021877134221161436    0.005127959243443591     19.024546175452244-110.70242446108615i            -89.25990623524712+519.3967801534789i             -0.009907177413973726+0.057649131242256645i
-0.004730131532309043     -0.02666663276384275     0.008585494076206403     -17.068838181934478+75.48343314099913i            -95.40376644025898+424.67036601182133i            0.1936558473823382+0.8803154909560362i
0.002013630729006217      -0.028799712760375355    0.012021651817274383     8.393478188094681-28.19419256466917i              -110.78117123065192+396.87305300529465i           -0.07983273483189503+1.692666787860839i
-0.005645376970273152     -0.02164077040827127     0.0106280391085851       -33.37608783243019+130.97139063144027i            -127.83501271120237+501.6384625494i               -0.004915583877379532+0.019289284574587937i
-4.1083838494395836E-18   -0.022365000000000003    0.007139005168104475     -0.04162675510164761+0.20481166853205002i         -107.38841991242502+528.371750562264i             0.0225094044847993-0.11075061409270512i
0.013738836071613292      -0.03129570640669748     0.012617386618444066     39.08375376904365-135.72950357547685i             -89.08389261185809+305.23999299358496i            0.21067315457220598-1.5520829945001824i
0.03641599923110718       -0.036415999231107214    0                        15.639197604499111-163.84725756566598i            -15.144386644990176+163.56916875441718i           0.20195868217367988-0.11541587872100377i
0.027388792301377515      -0.016533083630486993    0                        30.447106931287145-320.3437023725449i             -18.80235254692449+191.97303352067507i            -0.0069836757475443875+0.4153066451811288i
0.030546575419457263      -0.02224140665217679     0                        24.20565591378031-255.4882574906379i              -17.705086739624658+186.7549703167396i            -0.008957229304521178-0.14925936358275058i
0.0244160661763271        -0.021525824689941023    0                        26.296615239013835-275.82253924415176i            -22.15185156977965+240.6168312496346i             -0.324646155923744+0.7757627034842989i
0.023824345919459623      -0.02558957201711391     0.004794541013461093     38.03680335693605-228.1626178821787i              -41.598411589371835+249.22704117639975i           0.9205164909402078-0.645949497651675i
0.021306388182410818      -0.006799341605312563    0                        49.46266164252938-505.4825179414651i              -15.78647466353313+161.32950992432296i            0.0017484486635305518-0.01786823036978959i
0.022100113876797823      -0.01482386984530175     0.0037427539969525233    55.90634973182535-372.2628104106303i              -37.922563872457275+248.34710934211427i           -1.1192391189802464+1.9772065663101444i
0.017334089606971963      -0.026241321217762632    0.00822632754643452      44.66955394171078-203.42820098323782i             -68.30637354020634+311.9330604372357i             0.4910832825746354-0.9403680828122845i
0.023927952321687304      -0.019105669043581946    0.005116078052579881     51.05325137609636-300.0230276017879i              -40.143039238476156+235.22498467503323i           -0.5025299885257188-1.3178965305107169i
0.029725322900520802      -0.015382912001638068    0.004940118104884004     52.72052599234072-310.4292997249195i              -27.540833687288547+163.14416930460413i           0.17785301775839438-0.8763650965653936i
0.03344390397742594       -0.015407211388497438    0                        28.412694046352357-293.9302739998115i             -11.706935086249949+136.11252206268634i           0.5262150430060046+0.11958253390193363i
0.015215884346313805      -0.041936951959622305    0.01667616866675756      30.979303664070372-87.56619127950343i             -83.9102594315135+236.75401552263276i             0.4732782464985948+0.16545202991115768i
0.026908676082871338      -0.043910968464235756    0.007027549593253695     23.964960178199323-119.26413150108132i            -39.095323657565324+194.56746074199168i           0.5722125086128926-0.5018584981939398i
0.024055415236422118      -0.04553665554038098     0.013378888717612        31.129172643352508-103.97706675761825i            -58.9355163806655+196.8552839908437i              -0.0016632108140093574+0.005555424932809145i
0.03729426020233745       -0.022726056730201758    0                        21.293127060919556-232.31391222849334i            -13.92366126003792+143.10469481511527i            0.1746274984968501-0.15754898615558943i
0.041664375210309766      -0.03027094049306239     0                        17.329587698209366-186.9416072492422i             -12.590682685983296+135.8210304060569i            1.8667246926964493E-4-0.00201371504286037i
0.04075142096775297       -0.016895823416106376    0                        23.67894347698266-249.91158170076753i             -9.812571462518136+103.61025024368524i            0.5926078481845138+0.8869666061629573i
0.045886835995700925      -0.02338051073658669     0                        19.546631176048432-206.22874301993758i            -9.95653329949364+105.04742882276182i             -0.001333881933143411+0.014073258554458566i
0.035857529827206094      -0.025948986282611258    0.004531946627933076     35.63508611120068-218.74740901728993i             -25.735367354899367+158.50649285698626i           0.022857872548743052-0.3254048146830783i
0.02004617961298642       -0.03576779325670276     0.012034076250725965     38.63936950081233-137.35861162376077i             -68.42312634354795+246.1927419246251i             0.030894141319705207+0.01782305052247934i
0.025296831532674032      -0.03849184412168865     0.010869553873349608     35.93452713473862-138.61359061458316i             -54.93930824686892+209.97266660765192i            0.06650079893416898-0.13621024938281642i
0.020894476978372784      -0.028190927571612397    0.011097237976366546     50.82185206929551-194.5973880637415i              -70.35082627322836+266.32092514192834i            0.23792939714728495-0.8142571723863414i
0.02918696982054836       -0.028887066074717554    0.005171167624647424     35.046356364207675-202.67408843544607i            -35.17470400071643+203.4959357756882i             0.013568409770090745+0.569581041609611i
0.024227904266262493      -0.032337592939521716    0.008206730360428372     38.62282300174104-175.81286170891613i             -51.33662915089676+232.85927659360286i            -0.6333713900580022+3.0292216473548024i
0.03336760816769214       -0.03196031213663108     0.005573226464857147     32.879736945644005-184.41652744390578i            -31.448102425753014+175.81026229486986i           -0.2633805495502996-0.5215932226754223i
0.024893344406933304      -0.03204801463004783     0.012719564043461619     50.611221082775764-174.434749640219i              -65.1904535045158+224.35470662343434i             -0.146509159354009+0.7267805816667857i
0.029793818074052222      -0.034911162051926264    0.010257959081531045     41.694619832652535-164.64922734332703i            -48.66618555769607+192.94228572620474i            -0.17851186373176486+0.0478229317951957i
0.03344657448900446       -0.039160907228401584    0.007017630735001241     29.884686183709764-148.32887928415047i            -34.99936695822435+173.71615613113283i            -0.179713925249367+1.5301053036972654i
-0.03641600240797299      -0.03641599605424112     0.08593696850235338      -160.88982981162607+33.936409100793256i           -160.92849528472715+33.94404091885054i            -0.08676892733508437+0.4779932064263504i
-0.03559355525363455      -0.026799380081049356    0.09171442528860482      -212.5823218920662+25.962918124026437i            -160.8258997950051+19.803685754337803i            -0.10035773683339994-0.030363852682462222i
-0.03916090722840159      -0.03344657448900445     0.09298155861461344      -177.0391723043515+18.34556996924225i             -151.16877765915075+15.664767020844279i           -0.01417459643311002+0.001468833407117715i
-0.04166437521030978      -0.030270940493062372    0.09999999999999999      -188.16967696632858-0.24801461445004946i          -136.71327365553464-0.18019316609630387i          -0.002028480049889807-2.6736119528071464E-6i
-0.03641599923110718      -0.0364159992311072      0.09999999999999998      -164.7633414627054+6.072033747653157E-4i          -163.9469906444014-0.007719409776294956i          -0.060871292013047196+0.43848610169108326i
-0.03458008083998711      -0.027460046340879642    0.09576045748500807      -211.0433046759873+13.523193522864606i            -168.2572919514041+10.505100340510367i            -0.23138265502327302-0.1101709790231137i
-0.034705243326009126     -0.03152272667085489     0.0759680944924453       -178.3899464649795+66.10558404549961i             -158.72425593428724+59.35342216044856i            1.1250005808519974-0.32148469570406074i
-0.03344657448900444      -0.0391609072284016      0.09298155345537709      -150.38243146285703+15.684659076613748i           -176.11825136080495+18.368471094519577i           -0.010155965898768668+0.395806689280991i
-0.03027465214745564      -0.04166167828293237     0.0859304407976604       -133.7028965560499+28.00387384367248i             -183.99381835068672+38.53723299815135i            -0.0011098975100340138+2.3246639116184482E-4i
0.01378809168642794       -0.04424673525619544     0.0229174123852506       32.91234083356835-70.80763202869737i              -103.78160769353507+224.90624444354754i           -0.006137461587662259-0.048134724599387786i
0.014152091542814754      -0.04951735357391175     0.02496107754615971      28.56216454607457-57.10755245290418i              -99.91018051859747+199.76167651233146i            -0.0010595364196527813+0.00211845049640677i
0.020742014589874562      -0.04713829473743646     0.020290526492073357     36.03863068113436-86.12048410897376i              -81.95105801715432+196.64742017295768i            0.0073108164349501145-0.1393490731812777i
0.02217179841714339       -0.04199195379527805     0.016894242960394927     39.959855870764564-111.55202576659549i            -75.80537299630835+211.5118198369114i             -0.394275875842925+0.7038251912111324i
-0.01591437521030977      0.04897941058920041      0                        -6.188353784108308+71.23056882740099i             20.773962838177386-220.36702674691483i            0.36501329399851556-0.2446686856344229i
-0.004083857003182424     0.043825278824135165     0                        -2.3223404780304993+25.614329281888267i           26.14428060180158-268.68336080099294i             -0.1473779442822778-0.39734098947581487i
-0.008056374949571881     0.05086594954064959      0                        -3.716152612201686+35.98247476733212i             21.474991630065286-228.4813907427907i             0.14281017023650122+0.09270515915457622i
-0.027228666444737076     0.038385827880818915     0.018953299714636634     -54.04101582221959+137.45507925682986i            76.35426032452001-194.2913323395202i              -0.2389638528246462+0.2260270025213072i
4.243481318335896E-4      0.03938677509647031      0                        -0.041254079102346575-2.7871800696888376i         28.857808118982305-302.9029725915821i             0.007738281649028193-0.11830247026096812i
-0.024056061517864612     0.04553631412673529      0.013383833169452615     -31.074139704678917+103.86648424240337i           58.82090011286942-196.61107766009712i             4.306509160157057E-4-0.0014394669331924523i
-0.02719276623765263      0.04373560865409762      0.019011875612154238     -45.025112180438235+114.34933201935117i           72.4069048058787-183.890295818923i                0.0030016516364802944-0.007623231635953367i
-0.020298626157521555     0.047330917761196876     0.006866463611531849     -17.803759978570334+89.48014420432742i            41.60085843090967-209.8268575754029i              0.7605853008600789-0.6485634172539108i
-0.015371364195793151     0.0430714761304415       0.005946693648138164     -16.000004343749158+86.45577835228212i            44.874389104717054-243.44213638421417i            -0.5286019334479359+0.1775814748629756i
-0.0169176546297604       0.04293616973200967      0.013617986246501148     -27.46370725402982+91.00350450624147i             70.75162366444707-231.38574116610093i             0.17691515696725268-0.0469751020318988i
-0.01823388078124229      0.04816404874650223      0.013023309495159993     -23.25074267652805+78.92814075784743i             61.40460631879687-208.44716567281398i             -0.0013778734951390406+0.0046773986828659965i
-0.008965513409254595     0.04463153516344273      0.004938297099810978     -8.741620324077179+51.601055228473676i            43.20087606034473-255.7573155844015i              -0.06102810861097573-0.45387088656462743i
-0.011546112677350952     0.03904565754716142      0.008530122452806635     -17.877037427302994+80.99746760670811i            61.69042758924749-277.4871781334624i              0.10797606901991941-1.720922366967784i
0.0030246751506138735     0.04457230582544707      0                        0.9465608812958664-17.779550232651275i            24.746947005761562-266.0343598913271i             0.12273767765329069-0.11906699594763381i
-0.050912611118482325     -0.007756031788111064    0.08708421708331952      -225.438242990505+42.92244414424327i              -35.731079889842874+7.238201871293398i            -0.13719957091779378+0.06914195522418431i
-0.047525294701636536     -0.006409554827432604    0.09124510358352414      -246.09585916138792+31.99654140159782i            -32.97728864699259+4.4009479322893075i            -0.020210167153300956-0.059335576161967295i
-0.0515                   6.306931015608868E-18    0.09173094684947605      -230.85194283611295+28.293625237185385i           0.008561615491732321-0.0010493268420094083i       0
-0.0515                   6.306931015608868E-18    0.1                      -232.63500170514536-0.12234860644570666i          0.28784549175679786+0.2540808363979714i           0.2656826635386551+0.2417599466053897i
-0.05118107241351944      -0.005722571677321211    0.09456071507017853      -230.5283964312863+18.61209847673446i             -24.836462095287054+2.0436652736770835i           -0.31635285717796235+0.3137527156740885i
-0.04897941058920039      -0.015914375210309792    0.09999999999999999      -222.314572217014-0.05163082462560986i            -71.3645993186396-0.25095643069822327i            -0.47843925166117174+0.1282661376855465i
-0.05086594954064959      -0.00805637494957189     0.09999999999999999      -229.63459523629612-0.10579839762696519i          -35.96487063401025+0.1834814863108214i            0.17322290560632325+0.08564970822658058i
-0.04090789675913483      -0.019346913038159014    0.09510243138557466      -238.95301757384024+17.436991047551622i           -113.59602593151807+8.324814321577097i            0.10790713673085348-0.09900418793115832i
-0.03871268066662752      -0.02475715565009203     0.09536049270629776      -219.36791676308465+15.156850087270673i           -140.14493990130762+9.611334779700801i            0.10941157610188694-0.008919270973114636i
-0.03737971398945937      -0.023107257361917124    0.1                      -230.61284100259041-0.17320469100878988i          -143.26123807331345+0.17223266922764235i          1.0500187272127306+0.11492111793279935i
-0.033252556786289474     -0.022526994865687888    0.09455617530136712      -245.6710696571221+19.671017452168556i            -166.97270474609118+13.416140206310224i           1.6427788943993367-0.8288350082607375i
-0.03791007903123634      -0.021213765134903074    0.09061599429456418      -238.63086716594484+33.26180350406155i            -133.0939762514357+18.631828724132504i            -0.3460329210599625+0.08402691864918263i
-0.040059990762451696     -0.01740174670596961     0.1                      -251.84458887645195+0.08902877316612164i          -108.36037979493524+0.5502231976822042i           -0.34892606308557655-0.13250439498236616i
0.0037928677850159924     -0.0404358822760636      0.019764203666681475     10.613141990789034-26.10059787097411i             -110.81058892786046+272.8035688401265i            0.0626568020519295-0.1882111745759073i
0.008585884377059823      -0.04260936405484959     0.020945601352555535     20.76661193706838-49.47551741726042i              -105.86543236827623+248.00702747275946i           0.05519969182320413-0.10045145078530864i
0.0071451483870180535     -0.05100192990983275     0.020787923803679786     13.016297605748122-30.97782808052949i             -89.82787506014338+211.69757641190623i            0.5348724571534618+0.8986825188499097i
-0.0068380204625887175    -0.03984163298185023     0.018601961263243493     -18.064718436432816+46.02341580093779i            -105.31000032558839+271.9441860486481i            0.2010276967276302+0.014063021134232304i
-0.0037466162792779267    -0.033877362779549884    0.020411860210865537     -14.717939973958966+32.83002568783398i            -135.23771639046234+322.49344777922664i           -0.14672644493657835+0.8804597206661813i
-0.011658890696861058     -0.03363389461362649     0.022807729865072235     -46.377244942777224+100.98435814120745i           -133.6393434522152+289.9422537286938i             -0.19142442603617482+0.8233000999185336i
-0.008712329746634818     -0.035862903135281704    0.02067282475313011      -30.469264700444565+72.28439821028103i            -121.63039067414309+288.5612427383811i            2.249986078525347-3.5712857994444165i
-0.0012643129468439568    -0.040389911981257604    0.02027563869211172      -3.70553548898917+9.620626553339678i              -113.68158437167729+273.1750291325867i            0.15612412464063966+0.0498398855390645i
-0.005191475109549961     -0.0430802046153381      0.02247536159627192      -14.247951750387566+31.330523378669866i           -112.56324573601319+248.1869178553232i            -0.20695874126692+0.6166879921759401i
-0.011671003060615377     -0.04089227969832267     0.023173587481754233     -32.55558077988654+69.82040529240987i             -114.49458469481868+245.79383195100047i           0.32633538505105547-1.09620667677469i
-9.851257435809747E-4     -0.04602782733081457     0.02252635075492199      -2.529585296190995+5.528637007059301i             -108.33946359316948+238.0887369157079i            -0.24897550314809222+0.019403368620691305i
0.0033700065766834363     -0.043750034929699866    0.024099925633042297     9.202514001677326-18.760690625136537i             -117.99155003193813+244.84311035162594i           -0.08884134366924167+0.08976959571586461i
0.007145148386915315      -0.051001929909847143    0.0291342312884614       17.012380495351735-29.187656010479074i            -115.09648936797484+198.76010677527594i           -0.13198869379232292+0.9500016716161781i
-0.014152091542714981     -0.04951735357394026     0.03330738503076664      -33.801481650400945+50.03248076528524i            -123.42126069985116+185.52476833968223i           0.3885736412715346-0.3356917965285504i
-0.00530851811863781      -0.044872577478597436    0.026494916313959473     -14.549403870341882+27.947747657852037i           -122.78682419528552+233.04119319687655i           0.08691370878711811-0.03772224558313726i
-0.010213995265146904     -0.04499318298671576     0.029087705248964042     -28.613033235055525+49.11362459549233i            -126.39764781949302+219.2083094508248i            -0.20897450351249244+0.21483990554878352i
-9.460396523413303E-18    -0.05149999999999999     0.024961077546156177     -0.007929276814467002+0.01584159081029569i        -103.931937233429+207.6415365862075i              3.4562478652528966E-13-6.905101902912287E-13i
-0.0071451483869153344    -0.051001929909847143    0.029134231288461404     -15.778522322803155+27.602812570716793i           -115.41729650095982+199.63994789948933i           -8.526593366486466E-14+1.4916349816972622E-13i
-0.014152091542714981     -0.04951735357394026     0.041653692515377067     -41.71798205874364+48.43930889389121i             -145.9223883955751+169.4324436899788i             0
-0.0071451483869152885    -0.05100192990984715     0.03748053877307184      -19.318032362074945+25.093409783346573i           -139.04210689752347+183.41140777045644i           0.31801156256462093-0.2512112260533428i
-0.023868489674650578     -0.03189382764289753     0.03656261032922832      -106.42311757662108+145.47826515661856i           -143.3053656180787+193.2319724560792i             0.3287013722636051+0.17033271070842787i
-0.024418335650940003     -0.03609854435061608     0.04281495910581235      -103.05071030412861+116.01997601876829i           -150.35123015137356+169.07767742392963i           0.3142655772160623-0.2612175791221141i
-0.019324336384920014     -0.034569977380501576    0.03136366748411705      -77.30157108987223+124.36812971354892i            -139.32791722349003+223.91169746439132i           2.294625091424156-2.2982080979327306i
-0.01930490773044909      -0.028578063496224052    0.02990603008771696      -99.31871205131138+167.89889138776115i            -147.33743715832995+247.5494532864293i            -0.14892902800909327-0.25948603014616567i
-0.012623068109356466     -0.03728094399982908     0.026768913444115514     -45.69247360210786+85.51238045723865i             -135.94513069996034+255.99797403441497i           -0.2966732587471414+0.2142869284336704i
-0.014221630954232796     -0.04042616605731111     0.030571136536993598     -48.631108556618145+79.98236906831585i            -136.7188675367961+224.6715455950727i             0.1667087662053805+0.5605494298855495i
-0.005543039169662476     0.03962563168382178      0.005057866019574187     -6.786262736761017+39.73687569340504i             50.03070088021127-292.7768069058715i              0.26823160666040075+0.6329096857234869i
-0.001897676391495066     0.03529536834768293      0.004520063022414702     -2.8845663513497213+16.50164432165254i            54.82157766242027-332.6064663480372i              -0.16058824935877294+1.3136759387510308i
-0.040415108477025924     0.018807263347135766     0.021380891370851265     -96.92394616842068+222.89266946068898i            44.41996678827224-103.33661877442378i             0.050030992981215085+0.6288701459661385i
-0.040223605964274246     0.01874830102428995      0.028217796988452934     -119.51318008091377+212.94143506812586i           55.499741133533696-98.46025343784154i             0.2926198461704047-0.5332556873923401i
-0.03323031218462582      0.0316489086826504       0.022548594096806127     -78.1611299786592+172.41544987527632i             74.4370249781521-164.26016209532517i              0.1278619655107613-0.2324781580777924i
-0.03678339531741536      0.025406521487095025     0.02427594986502305      -97.09176539542047+199.4154796753512i             66.43321929878239-135.79067045522697i             -0.4245367790056278+0.8157470971784733i
-0.03054328678638328      0.007520493193170327     0.01577904101728875      -119.61076911297933+351.81213210536595i           29.192025422969294-85.51540200142466i             -0.3547780452517326+0.618575466489272i
-0.033566744756054076     0.010788178915977479     0.018529104473896534     -115.30209367573629+300.3580850026286i            38.52732387696297-98.62058476161994i              0.2373196784531061+0.08340448699816183i
-0.026338391904022672     0.004676241843455039     0.014856280355628864     -136.47945996574774+418.5817291357303i            24.063058824669834-77.03264184648013i             -0.03026398664737383-1.466498996224158i
-0.035898495477020176     0.014243304861836751     0.023344165219147152     -123.08264796093397+261.8677840153101i            49.27972160878255-104.15209310226702i             0.18724135952065563-0.20077247686550584i
-0.033283322577986905     0.02075028553049662      0.021272134562908954     -103.24815872254483+238.86816362852403i           63.99040080607401-147.39648072858685i             -0.0563439054647665+0.17460596596338013i
-0.03683881020631829      0.014127344624476752     0.03025876683328072      -146.4925195244305+242.99236470169876i            56.16991491666097-92.50376794665803i              -0.41205688575144467+0.5220395333388017i
-0.03628276508307545      -0.003079107889060996    0.033539812259164095     -179.64493902774302+268.1949478877466i            -12.489950342766798+17.803517750066707i           2.573966771956102-1.0328950749170793i
-0.035668842828796544     0.00220575832155509      0.03492674035969389      -191.54072069265513+273.85931952231437i           11.694420927551459-16.283548739926545i            0.14425628839751697+0.34163394323440543i
-0.03520489409445339      0.00878632493058263      0.027560055154715508     -152.86180451610235+279.803847748407i             39.121605278230454-71.2149116998072i              -0.9629700573124182+1.285231541803313i
-0.031588256294734635     0.009161402420852288     0.022894879091854246     -147.72725867032887+319.2651452812071i            42.41246254292398-92.37758131452323i              0.16844095497860434-0.21202473408607414i
-0.03249120683510206      0.003695433252256341     0.030469377704140356     -191.53770953143766+316.935176793505i             21.48230145125611-35.77942494043148i              0.40010917371523647-2.179588215194997i
-0.028867640813823727     -0.0029253364693163386   0.028317740208416094     -201.86623820915221+357.25156522578857i           -22.938255073927714+42.210573281656586i           -0.8005100053355665+1.9855636095616969i
-0.02130456630818921      -0.0068050480835897985   0.026995089992134114     -246.8079583890688+459.63565604585017i            -79.11048944886323+147.32912972204645i            -0.0016120916595661159+0.003002232231030859i
-0.030369639348197218     0.016278654117141352     0.019822432583317683     -114.93781460805069+281.8449804149788i            62.6634163315072-153.5646753705273i               0.07684195636840485-0.015955683768638096i
-0.027745679243203685     0.003042760542669049     0.020029772702089495     -160.39982595117888+389.2098760641311i            20.168754704135154-49.71860987118288i             -0.02026711514805568-0.3082260723158752i
-0.028788145819932755     0.00455338683983328      0.025880119378440022     -186.09134993106224+358.8774521594586i            28.961024539423907-57.01966439745755i             -0.18208333670699478-0.08897952005226302i
-0.022365                 2.738922566293056E-18    0.022671594383696023     -221.01291859047956+484.6001181502066i            0.18372999443280372-0.40285236527214036i          0.010954791671051603-0.024019832740807708i
-0.0216247387949996       0.03923266735054625      0.016625847061175605     -43.25460684489868+121.9867335920673i             78.46350181084803-221.38845000840416i             -0.01669221718447755+0.01211441043273028i
-0.01622658708692831      0.03684888522442222      0.013993746336338377     -35.66677385036441+114.67896484698583i            81.26891340441571-261.64774573439047i             -0.06926222726961144-0.3997584138016175i
-0.023628996443464823     0.0351096592781832       0.0192462128302421       -58.35476656157048+146.73725532344025i            87.08407486183825-218.95826303332356i             0.169446506945029+0.24265457774294322i
-0.028209795923326224     0.023410722390075994     0.019201698087610356     -93.9306670936411+236.46408866142855i             78.22182485077533-196.67282686508776i             -0.4490999107241855+0.2493967581181281i
-0.024538382962174962     0.02548379808264563      0.013527895072859958     -66.65418548273144+221.83795611408337i            71.35913346596729-234.64600816978796i             -0.032559789512809495+0.8131858517249181i
-0.020531075905274733     0.03237106557798075      0.01354460163058902      -48.47035842298235+160.07445716942448i            77.40194979127564-252.55378097796668i             -0.15217312646769976+0.14238182423906665i
-0.020789920159971956     0.02885368795841436      0.00847543491557615      -42.41549482355298+190.87439939922143i            59.58390477253102-266.64906346437033i             0.4142957790192554+0.7144687026484462i
-0.020753408546237462     0.023695358087925097     0.009666510550048494     -58.46933624340035+242.26866166339676i            67.29685637512188-278.31262450656277i             0.834304552477054-3.0332080333155416i
-0.02509072779029111      0.01912127806126508      0.017591902358726413     -105.07308949384603+285.2666830483326i            79.01877716298793-214.64579895733038i             1.0387297566340086-4.776722311449548i
-0.02586194568023687      0.012525507579108787     0.0157519520940441       -121.12911146324738+355.90743480168163i           57.77156816397913-169.3724780791537i              -0.25356775422175665+0.8531859949051898i
-0.02139455883128859      0.006516600142292854     0.01832705213884268      -182.69423538266847+476.2807148545621i            55.904008824065485-147.37577158858494i            -0.2651517852447114+4.59573970600718i
-0.022909344667169748     0.018147310156666485     0.011891550715539219     -86.13098002683263+312.0410063403289i             66.43790338930582-241.1024940086611i              0.05029426005946983+0.7188236070398425i
-0.018821287181951963     0.0120810750272685       0.012846167429638414     -126.71694846947985+431.11186213623483i           81.22566896969803-276.34306085915534i             0.0031104278608840128-0.01058218622956425i
-0.017850958404882288     0.02001374242150195      0.010619872710499854     -74.9252972768826+288.92478280460085i             83.69252986234116-323.7552628587146i              -0.04451970466764662-1.0373573099672286i
-0.014757202157101428     0.01680530301703724      0.011527666154049989     -91.66922485008793+338.87317692194625i            104.44676800306001-386.10785844768134i            -0.016248619196216438+0.060066191424891315i
-0.01832470263284562      0.022000506139166726     0.01521866919891739      -83.87452615539375+254.0603060259098i             102.48864309999192-307.1476756850229i             -0.09131701880035989+0.3434444614602073i
-0.014902181006315919     0.026207371458990224     0.010718101630391635     -49.6629005742117+191.40606712664126i             85.52483188746521-331.27742837015245i             0.2235047536592063+3.471374083601603i
0.0014673520324092735     0.033578025769980334     0                        1.52577780028937-16.237496484721852i              33.56460962188988-358.4183592427179i              -0.17926882094743304-0.8730061802955532i
0.005864082596977234      0.038723554165270506     0                        4.771662364488478-45.44479590197494i              28.770089310741135-301.2466749885277i             0.01947147378715819+0.23078215487417708i
-0.005905795414864595     0.03298572458357647      0.007303906035225381     -13.203777960944244+59.97330854806478i            70.86042939185192-345.1440022904521i              0.12044415085358919+0.09372541256663719i
-0.010590551867912105     0.019698564316545084     0.007027086551405674     -49.6148054232908+249.05661582750403i             93.3447389886652-465.5046779849896i               1.4377780062215353-2.335630912814198i
-0.008288034004399543     0.025766519942380793     0.008665012127258134     -28.82369035903942+130.32347045094036i            92.66306262394055-411.06094474486827i             -0.5588500267565539+0.47775114557065734i
-0.002636292290877541     0.027816224736959185     0.005689030695450716     -8.711774722795049+45.96335021181841i             75.25558381299503-416.60498285998017i             -0.1791162896870783+0.2605653518265191i
-0.004646163233149286     0.021877074580732493     0.005126746523891299     -18.809344976921363+110.64472677043857i           89.0988490112063-516.503959430734i                0.5895261072031582+1.872683412447939i
1.3694612831465277E-18    0.022365                 0                        0.014231901183458073-0.15024045048472326i         50.498859986452665-533.0961320999088i             -2.454167096557085E-14+2.5907653896591436E-13i
0.003910519891784773      0.028114175698687894     0                        4.847037315551702-58.33605507906581i              40.01899271608911-415.7235815673154i              -0.18981143754490692+0.2986611113144727i
0.006799341605312519      0.02130638818241083      0                        15.66596250268665-160.39386452755946i             49.08442319394456-502.54431049689936i             0.0016736377022636914-0.01713531606111024i
-0.04169985169839496      0.020807273580651146     0.03348073014068899      -127.91637984626263+191.70602899584657i           63.51484269443881-95.52511454607671i              0.14061852037012168+0.07811469821583879i
-0.04707498645128402      0.02088529747481287      0.03748053877311588      -128.48376048640182+169.3955450100162i            57.3170676081603-75.74513423672974i               -0.033877886880953056+0.0637826511693369i
-0.04707498645128402      0.02088529747481287      0.04582684625773608      -147.90651786657642+151.84668344429772i           65.98501384678013-68.22867866419806i              0.3728744317094837-0.0769527190631925i
-0.04351856241139475      0.01531716693485833      0.03823778593681563      -150.9502365574316+194.03860103251282i            52.92867488328537-68.49102409466104i              0.05017997025958465-0.014252365204377782i
-0.03922296702706713      0.01649198513428474      0.03385778620906302      -145.54754499727554+215.44448896174396i           61.12542676636643-90.43764585996985i              -0.09213823493650608+0.15377273533651703i
-0.039744967929987496     0.019817129672558404     0.03774566316392957      -146.2445412510683+191.67042063447033i            72.46835168781934-94.94383536285991i              -0.031823928843486234+0.017142943480886113i
-0.034000063667019124     -0.00875193230486254     0.03933527415004807      -204.7956818609636+257.35337705111135i            -54.8408512629064+68.19363560544672i              0.9465354402704946-1.2295758081161523i
-0.030789419729374868     -0.012296781264815116    0.03922951492608257      -210.74213170067264+263.8620069350398i            -84.06233637646255+105.07707039493766i            -1.72301813940852+1.8515661870829234i
-0.03867689651279857      0.005590242955311208     0.03624269506562777      -178.50880200317923+244.7713157497824i            26.139906984147874-35.787837574766435i            -0.7336059684958087+1.105214828693363i
-0.040413211511013535     0.010148934899131028     0.03919649543948944      -174.17956838908927+218.11317231926193i           43.529012659111004-54.30211884716205i             -0.28784780717782965+0.44705515405231466i
